shelter_code,name,address,lng,lat,source,confidence,updated_at
SA100-0023,西門站,臺北市中正區寶慶路32之1號B1,121.508775,25.041855,taipei_airraid,exact,2026-08-09
SA100-0024,臺北市忠義實驗國民小學,臺北市中正區中華路二段307巷17號,121.506200,25.029600,nfa_point_file,exact,2026-08-09
SA100-0025,臺北市立圖書館王貫英紀念館,臺北市中正區汀州路二段265號,121.524143,25.022230,taipei_airraid,approx,2026-08-09
SA100-0026,臺北市立圖書館城中分館,臺北市中正區濟南路二段46號3樓,121.530721,25.040628,taipei_airraid,approx,2026-08-09
SA103-0001,臺北市大同區延平國小,昌吉街97號,121.512400,25.066000,nfa_point_file,exact,2026-08-09
SA103-0002,臺北市立重慶國民中學,敦煌路19號,121.517900,25.075900,nfa_point_file,exact,2026-08-09
SA103-0003,臺北市立忠孝國民中學,西寧北路32號,121.508200,25.051200,nfa_point_file,exact,2026-08-09
SA103-0004,臺北市立建成國民中學,長安西路37之1號,121.519700,25.050300,nfa_point_file,exact,2026-08-09
SA103-0005,玉泉公園,西寜北路28號,121.507700,25.049800,nfa_point_file,name_match,2026-08-09
SA103-0006,臺北市大同運動中心,大龍街51號,121.516100,25.064800,nfa_point_file,exact,2026-08-09
SA103-0007,臺北市大同區大同國民小學,大龍街51號,121.516100,25.064800,nfa_point_file,exact,2026-08-09
SA103-0008,臺北市大同區大橋國民小學,重慶北路三段2號,121.513400,25.064300,nfa_point_file,exact,2026-08-09
SA103-0009,臺北市大同區大龍國民小學,哈密街47號,121.516700,25.073400,nfa_point_file,exact,2026-08-09
SA103-0010,臺北市大同區太平國民小學,延平北路二段239號,121.511400,25.061400,nfa_point_file,exact,2026-08-09
SA103-0011,臺北市大同區日新國民小學,太原路151號,121.516700,25.055300,nfa_point_file,exact,2026-08-09
SA103-0012,臺北市立民權國民中學,重慶北路三段1號,121.513900,25.063500,nfa_point_file,exact,2026-08-09
SA103-0013,臺北市大同區永樂國民小學,延平北路二段266號,121.511100,25.061700,nfa_point_file,exact,2026-08-09
SA103-0014,臺北市立成淵高級中學,承德路二段235號,121.518500,25.061300,nfa_point_file,exact,2026-08-09
SA103-0015,臺北市大同區明倫高級中學,承德路三段336號,121.519900,25.075500,nfa_point_file,exact,2026-08-09
SA103-0016,臺北市大同區蓬萊國民小學,寧夏路35號,121.515500,25.056500,nfa_point_file,exact,2026-08-09
SA103-0017,臺北市大同區雙蓮國民小學,錦西街51號,121.516700,25.060100,nfa_point_file,exact,2026-08-09
SA103-0018,臺北市立蘭州國民中學,大龍街187巷1號,121.516700,25.069300,nfa_point_file,exact,2026-08-09
SA103-0019,大同251號綠地,環河北路與敦煌路口三角綠地,,,none,none,2026-08-09
SA103-0020,建成公園,承德路二段35號旁,121.518435,25.054794,taipei_airraid,approx,2026-08-09
SA103-0021,臺北市市場處大龍市場地下停車場,臺北市大同區重慶北路三段347號,121.514076,25.075199,taipei_airraid,approx,2026-08-09
SA103-0022,國慶區活動中心,臺北市大同區重慶北路3段76號4樓,121.513444,25.066168,taipei_airraid,exact,2026-08-09
SA103-0023,臺北市立圖書館大同分館,臺北市大同區重慶北路三段318號,121.513589,25.074698,taipei_airraid,approx,2026-08-09
SA103-0024,臺北市立圖書館延平分館,臺北市大同區保安街47號,121.512075,25.059249,taipei_airraid,approx,2026-08-09
SA103-0025,臺北市立圖書館建成分館,臺北市大同區民生西路198-20號4樓,121.516603,25.057265,taipei_airraid,approx,2026-08-09
SA103-0026,臺北轉運站,臺北市大同區市民大道1段209號,121.517694,25.049126,taipei_airraid,approx,2026-08-09
SA104-0001,臺北市立新興國民中學,林森北路511號,121.525800,25.062000,nfa_point_file,exact,2026-08-09
SA104-0002,臺北市立五常國民中學,復興北路430巷1號,121.543100,25.063500,nfa_point_file,exact,2026-08-09
SA104-0003,臺北市中山區中山國民小學,民權東路一段69號,121.526300,25.062900,nfa_point_file,exact,2026-08-09
SA104-0004,榮星花園公園,民權東路三段1號,121.540200,25.062600,nfa_point_file,exact,2026-08-09
SA104-0005,臺北市中山區行政中心大禮堂,松江路367號10樓,121.533500,25.064400,nfa_point_file,exact,2026-08-09
SA104-0006,臺北市中山運動中心,中山北路二段44巷2號,121.525800,25.062000,nfa_point_file,exact,2026-08-09
SA104-0007,新生公園棒球場,新生北路三段105號,121.525800,25.062000,nfa_point_file,exact,2026-08-09
SA104-0008,臺北市立大同高級中學,長春路167號,121.535100,25.055000,nfa_point_file,exact,2026-08-09
SA104-0009,臺北市中山區大佳國民小學,濱江街107號,121.535900,25.073300,nfa_point_file,exact,2026-08-09
SA104-0010,臺北市立大直高級中學,北安路420號,121.542800,25.079400,nfa_point_file,exact,2026-08-09
SA104-0011,臺北市中山區大直國民小學,大直街2號,121.546400,25.080500,nfa_point_file,exact,2026-08-09
SA104-0013,臺北市中山區中正國民小學,龍江路62號,121.540200,25.050600,nfa_point_file,exact,2026-08-09
SA104-0014,臺北市立五常國民小學,五常街16號,121.542200,25.064200,nfa_point_file,exact,2026-08-09
SA104-0015,臺北市中山區北安國民中學,明水路325號,121.541600,25.077800,nfa_point_file,exact,2026-08-09
SA104-0016,臺北市中山區永安國民小學,明水路397巷19弄1號,121.549400,25.078700,nfa_point_file,exact,2026-08-09
SA104-0017,臺北市中山區吉林國民小學,長春路116號,121.529600,25.054700,nfa_point_file,exact,2026-08-09
SA104-0018,臺北市中山區長安國民小學,吉林路15號,121.530200,25.049700,nfa_point_file,exact,2026-08-09
SA104-0019,臺北市立長安國民中學,松江路70巷11號,121.531900,25.049400,nfa_point_file,exact,2026-08-09
SA104-0020,臺北市中山區長春國民小學,長春路165號,121.533900,25.054900,nfa_point_file,exact,2026-08-09
SA104-0021,臺北市中山區濱江國民小學,樂群二路266巷99號,121.561904,25.077323,taipei_airraid,approx,2026-08-09
SA104-0022,臺北市濱江實驗國民中學,樂群二路262號,121.560700,25.079600,nfa_point_file,exact,2026-08-09
SA104-0023,臺北市中山區懷生國民小學,安東街16巷2號,121.541700,25.045300,nfa_point_file,exact,2026-08-09
SA104-0025,下塔悠 (公7)公園,"樂群一路旁,基隆河截彎取直範圍內",,,none,none,2026-08-09
SA104-0026,華山公園,市民大道二段,,,none,none,2026-08-09
SA104-0027,金泰(公8)公園,"樂群一路旁,基隆河截彎取直範圍內",,,none,none,2026-08-09
SA104-0028,明水公園,北安路538巷1弄1號前,121.550220,25.083376,taipei_airraid,approx,2026-08-09
SA104-0041,中山地下街,臺北市長安西路52-1號B1,,,none,none,2026-08-09
SA104-0042,臺北市立中山女子高級中學,長安東路二段141號,121.537100,25.048500,nfa_point_file,exact,2026-08-09
SA104-0043,臺北市市場處臺北市民族魚市,臺北市中山區民族東路410巷2弄18、20號,,,none,none,2026-08-09
SA104-0044,松江南京站,臺北市中山區松江路126號B1,121.532765,25.052709,taipei_airraid,exact,2026-08-09
SA104-0045,花博公園 圓山園區,"玉門街1號.(玉泉街以東,中山北路以西,酒泉街以北)",,,none,none,2026-08-09
SA104-0046,臺北市市場處長春市場地下停車場,臺北市中山區長春路299號1樓,121.539276,25.054434,taipei_airraid,approx,2026-08-09
SA104-0047,臺北市立美術館,臺北市中山區中山北路181號,,,none,none,2026-08-09
SA104-0048,臺北市立圖書館大直分館,臺北市中山區大直街25號3-5樓,121.546563,25.081091,taipei_airraid,approx,2026-08-09
SA104-0049,臺北市立圖書館中山分館,臺北市中山區松江路367號8樓,121.533500,25.064400,nfa_point_file,exact,2026-08-09
SA104-0050,臺北市立圖書館長安分館,臺北市中山區長安西路3號4樓,121.521201,25.050163,taipei_airraid,exact,2026-08-09
SA104-0051,臺北市市場處臺北市第二果菜市場,臺北市中山區民族東路336號,121.537341,25.067923,taipei_airraid,exact,2026-08-09
SA105-0001,臺北市立民生國民中學,新東街30巷1號,121.567300,25.059800,nfa_point_file,exact,2026-08-09
SA105-0002,臺北市松山區三民國民小學,民權東路五段1號,121.564300,25.063300,nfa_point_file,exact,2026-08-09
SA105-0003,臺北市立敦化國民中學,南京東路三段300號,121.546800,25.051500,nfa_point_file,exact,2026-08-09
SA105-0004,臺北市松山區民生國民小學,敦化北路199巷18號,121.552000,25.056500,nfa_point_file,exact,2026-08-09
SA105-0005,民權公園,民權東路四段、民權國小附近,121.557500,25.061900,nfa_point_file,name_match,2026-08-09
SA105-0006,臺北市松山運動中心,敦化北路1號,121.550100,25.049000,nfa_point_file,exact,2026-08-09
SA105-0007,臺北田徑場,敦化北路3號,121.550900,25.044900,nfa_point_file,exact,2026-08-09
SA105-0008,臺北體育館,南京東路四段10號,121.544600,25.051700,nfa_point_file,exact,2026-08-09
SA105-0009,臺北市立中山國民中學,復興北路361巷7號,121.545500,25.060500,nfa_point_file,exact,2026-08-09
SA105-0010,臺北市立中崙高級中學,八德路四段101號,121.561100,25.048700,nfa_point_file,exact,2026-08-09
SA105-0036,臺北市立圖書館民生分館,臺北市松山區敦化北路199巷5號4、5樓,121.551530,25.056992,taipei_airraid,approx,2026-08-09
SA105-1011,臺北市立介壽國民中學,延壽街401號,121.556500,25.056400,nfa_point_file,exact,2026-08-09
SA105-1012,臺北市松山區民族國民小學,民生東路四段97巷7號,121.551900,25.058900,nfa_point_file,exact,2026-08-09
SA105-1013,臺北市立西松高級中學,臺北市松山區健康路325巷7號,121.567100,25.055600,nfa_point_file,exact,2026-08-09
SA105-1014,臺北市松山區西松國民小學,三民路5號,121.563600,25.052200,nfa_point_file,exact,2026-08-09
SA105-1015,臺北市松山區松山國民小學,八德路四段746號,121.579300,25.051200,nfa_point_file,exact,2026-08-09
SA105-1016,臺北市松山區健康國民小學,延壽街168號,121.562900,25.056600,nfa_point_file,exact,2026-08-09
SA105-1017,敦化國小,敦化北路2號,121.548500,25.049100,nfa_point_file,exact,2026-08-09
SA105-1018,臺北市松山區民權國民小學,民權東路四段200號,121.562300,25.062500,nfa_point_file,exact,2026-08-09
SA105-1019,中正區民活動中心,臺北市松山區長安東路2段229號11樓,121.545849,25.048380,taipei_airraid,exact,2026-08-09
SA105-1020,民有區民活動中心,臺北市松山區民權東路三段140巷15號4、5樓,121.546741,25.060500,taipei_airraid,approx,2026-08-09
SA105-1021,自強區民活動中心,臺北市松山區三民路35巷9號,121.563124,25.055292,taipei_airraid,approx,2026-08-09
SA105-1022,慈祐區民活動中心,臺北市松山區八德路4段568號,121.573787,25.050163,taipei_airraid,approx,2026-08-09
SA105-1023,鵬程區民活動中心,臺北市松山區健康路399號3樓,121.566351,25.054082,taipei_airraid,approx,2026-08-09
SA105-1024,南京復興站,臺北市松山區南京東路3段253號,121.544096,25.052047,taipei_airraid,exact,2026-08-09
SA105-1025,臺北市市場處嘟嘟房敦北頂好站停車場,臺北市松山區敦化北路199巷5號地下1樓,121.551530,25.056992,taipei_airraid,exact,2026-08-09
SA105-1026,臺北市立圖書館三民分館,臺北市松山區民生東路五段163-1號5、6樓,121.562907,25.059287,taipei_airraid,approx,2026-08-09
SA105-1027,臺北市立圖書館中崙分館,臺北市松山區長安東路二段229號7-10樓,121.545849,25.048380,taipei_airraid,approx,2026-08-09
SA105-1029,臺北市立圖書館松山分館(暫停用),臺北市松山區八德路四段688號5-8樓,121.577251,25.049862,taipei_airraid,approx,2026-08-09
SA105-1030,臺北市立圖書館啟明分館,臺北市松山區敦化北路155巷76號,121.551931,25.054611,taipei_airraid,approx,2026-08-09
SA105-1031,臺北市市場處龍城市場地下停車場,臺北市松山區光復北路190巷39號,121.554216,25.054682,taipei_airraid,exact,2026-08-09
SA105-1032,民生公園,民生東路五段36巷4弄與8弄間.,,,none,none,2026-08-09
SA106-0001,臺北市民族實驗國中,羅斯福路四段113巷13號,121.538800,25.011200,nfa_point_file,exact,2026-08-09
SA106-0002,臺北市大安區大安國民小學,臥龍街129號,121.549600,25.019500,nfa_point_file,exact,2026-08-09
SA106-0003,臺北市立龍門國民中學,建國南路二段269號,121.538000,25.024900,nfa_point_file,exact,2026-08-09
SA106-0004,臺北市大安區幸安國民小學,仁愛路3段22號,121.535000,25.037600,nfa_point_file,exact,2026-08-09
SA106-0005,大安森林公園,台北市大安區新生南路二段1號,121.535400,25.030100,nfa_point_file,name_match,2026-08-09
SA106-0006,臺北市大安運動中心,辛亥路三段55號,121.538800,25.011200,nfa_point_file,exact,2026-08-09
SA106-0007,臺北市立大安高級工業職業學校,復興南路2段52號,121.543200,25.031900,nfa_point_file,exact,2026-08-09
SA106-0008,臺北市立大安國民中學,臺北市大安區大安路二段63號,121.546200,25.030700,nfa_point_file,exact,2026-08-09
SA106-0009,臺北市大安區仁愛國民小學,安和路一段60號,121.552400,25.035800,nfa_point_file,exact,2026-08-09
SA106-0010,臺北市立仁愛國民中學,仁愛路四段130號,121.550700,25.037500,nfa_point_file,exact,2026-08-09
SA106-0011,臺北市大安區公館國民小學,基隆路四段41巷68弄2號,121.542900,25.012400,nfa_point_file,exact,2026-08-09
SA106-0012,臺北市大安區古亭國民小學,羅斯福路三段201號,121.528940,25.020760,taipei_airraid,approx,2026-08-09
SA106-0013,臺北市立和平高級中學,臥龍街100號,121.549100,25.019600,nfa_point_file,exact,2026-08-09
SA106-0014,臺北市芳和實驗中學,臥龍街170號,121.550300,25.018700,nfa_point_file,exact,2026-08-09
SA106-0015,臺北市大安區金華國民小學,愛國東路79巷11號,121.527700,25.032200,nfa_point_file,exact,2026-08-09
SA106-0016,臺北市立金華國民中學,新生南路二段32號,121.533100,25.031200,nfa_point_file,exact,2026-08-09
SA106-0017,臺北市大安區建安國民小學,大安路二段99號,121.546100,25.029400,nfa_point_file,exact,2026-08-09
SA106-0018,臺北市大安區新生國民小學,新生南路二段36號,121.533500,25.030400,nfa_point_file,exact,2026-08-09
SA106-0019,臺北市大安區銘傳國民小學,羅斯褔路四段21號,121.535200,25.014200,nfa_point_file,approx,2026-08-09
SA106-0020,台北市大安區龍安國民小學,新生南路三段33號,121.534800,25.023900,nfa_point_file,exact,2026-08-09
SA106-0021,臺北市立懷生國民中學,忠孝東路三段248巷30號,121.541200,25.040300,nfa_point_file,exact,2026-08-09
SA106-0022,大安站,臺北市大安區信義路3段180號B1,121.542265,25.033200,taipei_airraid,approx,2026-08-09
SA106-0023,臺北市市場處安東市場地下停車場,臺北市大安區瑞安街75號,121.540598,25.027607,taipei_airraid,approx,2026-08-09
SA106-0024,忠孝復興站,臺北市大安區忠孝東路4段47號,121.544984,25.041778,taipei_airraid,exact,2026-08-09
SA106-0025,忠孝新生站,臺北市大安區新生南路1段67號,121.533216,25.042455,taipei_airraid,exact,2026-08-09
SA106-0026,東門站,臺北市大安區信義路2段166號B1,121.529439,25.033693,taipei_airraid,exact,2026-08-09
SA106-0027,東區地下街,臺北市大安路一段77號B1,121.546315,25.041916,taipei_airraid,exact,2026-08-09
SA106-0028,臺北市市場處嘟嘟房大安全聯站停車場,臺北市大安區市民大道4段190號地下一樓,121.531111,25.029616,taipei_airraid,approx,2026-08-09
SA106-0029,臺北市市場處榮帝科技全聯大安北師店停車場,台北市大安區和平東路2段311巷29號地下1樓,121.545281,25.025504,taipei_airraid,exact,2026-08-09
SA106-0030,臺北市立圖書館道藩分館,臺北市大安區辛亥路三段11號3樓,121.544251,25.020572,taipei_airraid,approx,2026-08-09
SA106-0031,臺北市立圖書館總館,臺北市大安區建國南路二段125號,121.538199,25.029136,taipei_airraid,exact,2026-08-09
SA106-0032,臺北市市場處錦安市場地下停車場,臺北市大安區永康街60號,121.529390,25.028500,taipei_airraid,exact,2026-08-09
SA108-0001,臺北市立龍山國民中學,南寧路46號,121.504600,25.036000,nfa_point_file,exact,2026-08-09
SA108-0002,臺北市萬華區雙園國民小學,莒光路315號,121.497500,25.030900,nfa_point_file,exact,2026-08-09
SA108-0003,臺北市萬華區新和國民小學,西藏路125巷31號,121.503300,25.026000,nfa_point_file,exact,2026-08-09
SA108-0004,青年公園,水源路199號,121.507000,25.022100,nfa_point_file,exact,2026-08-09
SA108-0005,臺北市萬華運動中心,西寧南路6之1號,121.497800,25.023100,nfa_point_file,exact,2026-08-09
SA108-0006,青年公園棒球場,台北市萬華區水源路199號,121.507000,25.022100,nfa_point_file,exact,2026-08-09
SA108-0007,臺北市立大理高級中學,長順街２號,121.491300,25.030800,nfa_point_file,exact,2026-08-09
SA108-0008,臺北市萬華區大理國民小學,艋舺大道389號,121.493800,25.031200,nfa_point_file,exact,2026-08-09
SA108-0009,臺北市萬華區老松國民小學,桂林路64號,121.502700,25.038000,nfa_point_file,exact,2026-08-09
SA108-0010,臺北市萬華區西門國民小學,成都路98號,121.503500,25.043200,nfa_point_file,exact,2026-08-09
SA108-0011,臺北市萬華區西園國民小學,東園街73巷65號,121.498864,25.026620,taipei_airraid,exact,2026-08-09
SA108-0012,臺北市立華江高級中學,西藏路213號,121.496200,25.028500,nfa_point_file,exact,2026-08-09
SA108-0013,臺北市萬華區華江國民小學,環河南路二段250巷42弄2號,121.491200,25.034100,nfa_point_file,exact,2026-08-09
SA108-0014,臺北市萬華區萬大國民小學,萬大路346號,121.500316,25.023942,taipei_airraid,approx,2026-08-09
SA108-0015,臺北市立萬華國民中學,西藏路201號,121.498700,25.029100,nfa_point_file,exact,2026-08-09
SA108-0016,臺北市萬華區福星國民小學,中華路一段66號,121.508900,25.046300,nfa_point_file,exact,2026-08-09
SA108-0017,臺北市萬華區龍山國民小學,和平西路三段235號,121.496200,25.035600,nfa_point_file,exact,2026-08-09
SA108-0018,臺北市立雙園國民中學,興義街二號,121.492700,25.027600,nfa_point_file,exact,2026-08-09
SA108-0019,臺北市市場處臺北市家禽批發市場,臺北市萬華區環河南路二段338號,,,none,none,2026-08-09
SA108-0020,西門地下街,臺北市中華路一段51-1號B1,121.508900,25.046300,nfa_point_file,approx,2026-08-09
SA108-0021,臺北市市場處西寧市場地下停車場,臺北市萬華區西寧南路4號B1,121.506750,25.047970,taipei_airraid,exact,2026-08-09
SA108-0022,臺北市立圖書館西園分館,臺北市萬華區興寧街6號3-6樓,121.501721,25.032228,taipei_airraid,approx,2026-08-09
SA108-0023,臺北市立圖書館萬華分館,臺北市萬華區東園街19號5-7樓,121.495667,25.027916,taipei_airraid,approx,2026-08-09
SA108-0024,臺北市市場處龍山寺地下街,臺北市萬華區西園路一段145號B2,121.499523,25.036142,taipei_airraid,exact,2026-08-09
SA108-0025,臺北市市場處環南中繼市場停車場,環河南路二段338號4樓-5樓,,,none,none,2026-08-09
SA110-0001,臺北市信義區博愛國民小學,松仁路95巷20號,121.571100,25.036400,nfa_point_file,exact,2026-08-09
SA110-0002,臺北市信義區吳興國民小學,松仁路226號,121.568600,25.026000,nfa_point_file,exact,2026-08-09
SA110-0003,臺北市立信義國民中學,松仁路158巷1號,121.567900,25.028600,nfa_point_file,exact,2026-08-09
SA110-0004,臺北市立興雅國民中學,松德路168巷15號,121.572300,25.036400,nfa_point_file,exact,2026-08-09
SA110-0005,臺北市信義區信義國民小學,松勤街60號,121.563200,25.031800,nfa_point_file,exact,2026-08-09
SA110-0006,松德公園,松德路180巷興雅國中東側,121.573300,25.035600,nfa_point_file,name_match,2026-08-09
SA110-0007,臺北市信義運動中心,松勤路100號,121.573300,25.035600,nfa_point_file,exact,2026-08-09
SA110-0008,臺北市信義區三興國民小學,基隆路2段99號,121.558000,25.029700,nfa_point_file,exact,2026-08-09
SA110-0009,臺北市信義區雙永國民小學,松山路287巷5號,121.579100,25.043000,nfa_point_file,exact,2026-08-09
SA110-0010,臺北市立永吉國民中學,松隆路161號,121.574100,25.048300,nfa_point_file,exact,2026-08-09
SA110-0011,臺北市立永春高級中學,松山路654號,121.578600,25.032700,nfa_point_file,exact,2026-08-09
SA110-0012,臺北市信義區雙永國民小學,松山路287巷5號,121.579100,25.043000,nfa_point_file,exact,2026-08-09
SA110-0013,臺北市信義區光復國民小學,光復南路271號,121.557800,25.040200,nfa_point_file,exact,2026-08-09
SA110-0014,臺北市立松山高級工農職業學校,忠孝東路五段236巷15號,121.572000,25.039800,nfa_point_file,exact,2026-08-09
SA110-0015,臺北市立松山高級商業家事職業學校,松山路655號,121.580100,25.034800,nfa_point_file,exact,2026-08-09
SA110-0016,臺北市立松山高級中學,基隆路一段156號,121.565800,25.043900,nfa_point_file,exact,2026-08-09
SA110-0017,臺北市立瑠公國民中學,福德街221巷15號,121.585300,25.037100,nfa_point_file,exact,2026-08-09
SA110-0018,臺北市信義區福德國民小學,福德街253號,121.586500,25.038900,nfa_point_file,exact,2026-08-09
SA110-0019,臺北市信義區興雅國民小學,基隆路一段83巷9號,121.570100,25.046700,nfa_point_file,exact,2026-08-09
SA110-0021,景勤1號公園,吳興街220巷59弄旁(陸軍保養廠),,,none,none,2026-08-09
SA110-0022,景勤2號公園,信安街、吳興街220巷交口,,,none,none,2026-08-09
SA110-0023,三興市場大樓地下停車場,臺北市信義區吳興街156巷6號B1、B2,121.561176,25.029014,taipei_airraid,exact,2026-08-09
SA110-0024,市府轉運站,臺北市信義區忠孝東路5段6號,121.565153,25.040866,taipei_airraid,exact,2026-08-09
SA110-0025,臺北市市場處全聯松山松興店地下二樓停車場,臺北市信義區松隆路36號地下二樓,121.571727,25.048801,taipei_airraid,approx,2026-08-09
SA110-0026,臺北市立圖書館六合分館,臺北市信義區松仁路240巷19號3-5樓,121.568794,25.024450,taipei_airraid,approx,2026-08-09
SA110-0027,臺北市立圖書館永春分館,臺北市信義區松山路294號3-4樓,121.577648,25.043016,taipei_airraid,approx,2026-08-09
SA111-0001,臺北市士林區社子國民小學,延平北路六段308號,121.502900,25.089800,nfa_point_file,exact,2026-08-09
SA111-0002,臺北市立至善國民中學,至善路二段360號,121.555500,25.103500,nfa_point_file,exact,2026-08-09
SA111-0003,臺北市士林區福林國民小學,福志路75號,121.529700,25.098700,nfa_point_file,exact,2026-08-09
SA111-0004,臺北市士林區士林國民小學,大東路165號,121.525100,25.092800,nfa_point_file,exact,2026-08-09
SA111-0005,臺北市士林區陽明山國民小學,仰德大道三段61號,121.552790,25.119344,taipei_airraid,exact,2026-08-09
SA111-0006,臺北市溪山實驗國民小學,至善路三段199號,121.579600,25.119800,nfa_point_file,exact,2026-08-09
SA111-0007,士林官邸公園,福林路60號,121.530300,25.095100,nfa_point_file,exact,2026-08-09
SA111-0008,臺北市士林運動中心,士商路1號,121.502900,25.089800,nfa_point_file,exact,2026-08-09
SA111-0009,臺北市市場處士東市場地下停車場,臺北市士林區士東路100號,121.528745,25.111899,taipei_airraid,approx,2026-08-09
SA111-0010,天母棒球場,忠誠路二段77號,121.502900,25.089800,nfa_point_file,exact,2026-08-09
SA111-0011,臺北市士林區三玉國民小學,天母東路116號,121.537300,25.118000,nfa_point_file,exact,2026-08-09
SA111-0012,臺北市士林區士東國民小學,中山北路六段392號,121.526815,25.112977,taipei_airraid,exact,2026-08-09
SA111-0013,臺北市立士林高級商業職業學校,士商路150號,121.516300,25.095000,nfa_point_file,exact,2026-08-09
SA111-0014,臺北市立士林國民中學,中正路345號,121.522600,25.094300,nfa_point_file,exact,2026-08-09
SA111-0015,臺北市士林區天母國民小學,天玉街12號,121.527400,25.119700,nfa_point_file,exact,2026-08-09
SA111-0016,臺北市立天母國民中學,天母東路120號,121.538100,25.118000,nfa_point_file,exact,2026-08-09
SA111-0017,台北市士林區文昌國民小學,文林路615巷20號,121.520900,25.099600,nfa_point_file,exact,2026-08-09
SA111-0018,臺北市士林區平等國民小學,平菁街101號,121.571860,25.122171,taipei_airraid,approx,2026-08-09
SA111-0019,臺北市士林區百齡高級中學,承德路四段177號,121.523000,25.087000,nfa_point_file,exact,2026-08-09
SA111-0020,臺北市士林區百齡國民小學,福港街205號,121.517800,25.086200,nfa_point_file,exact,2026-08-09
SA111-0021,臺北市士林區芝山國民小學,德行東路285號,121.536400,25.110400,nfa_point_file,exact,2026-08-09
SA111-0022,臺北市士林區雨農國民小學,忠義街1號,121.529900,25.105300,nfa_point_file,exact,2026-08-09
SA111-0023,臺北市士林區雨聲國民小學,至誠路一段62巷70號,121.535200,25.102700,nfa_point_file,exact,2026-08-09
SA111-0024,臺北市立格致國民中學,仰德大道四段75號,121.546800,25.131100,nfa_point_file,exact,2026-08-09
SA111-0025,臺北市士林區富安國民小學,延平北路八段135號,121.482400,25.105800,nfa_point_file,exact,2026-08-09
SA111-0026,臺北市立陽明高級中學,中正路510號,121.517200,25.091800,nfa_point_file,exact,2026-08-09
SA111-0027,臺北市士林區葫蘆國民小學,環河北路三段95號,121.507000,25.083700,nfa_point_file,exact,2026-08-09
SA111-0028,臺北市立福安國民中學,延平北路七段250號,121.487400,25.103300,nfa_point_file,exact,2026-08-09
SA111-0029,臺北市士林區劍潭國民小學,通河街16號,121.522900,25.079900,nfa_point_file,exact,2026-08-09
SA111-0030,臺北市士林區雙溪國民小學小,中社路二段66號,121.563800,25.106100,nfa_point_file,exact,2026-08-09
SA111-0031,臺北市士林區蘭雅國民小學,磺溪街57號,,,none,none,2026-08-09
SA111-0032,臺北市立蘭雅國民中學,忠誠路二段51號,121.531000,25.110600,nfa_point_file,exact,2026-08-09
SA111-0035,美崙公園,美崙街152巷,,,none,none,2026-08-09
SA111-0036,前港公園,華齡街與前港街交叉口(百齡國小對面),,,none,none,2026-08-09
SA111-0037,福林公園,福林路2號(中山北路與福林路交叉口).,121.534733,25.097825,taipei_airraid,approx,2026-08-09
SA111-0038,忠誠公園,中山北路六段與忠誠路一段交叉口,,,none,none,2026-08-09
